,Message,Category
4694,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
2709,"Nah, I'm a perpetual DD",ham
420,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam
521,But that's on ebay it might be less elsewhere.,ham
104,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",ham
3305,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,ham
1662,"You aren't coming home between class, right? I need to work out and shower!",ham
2742,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
5464,I will treasure every moment we spend together...,ham
3346,Reverse is cheating. That is not mathematics.,ham
500,Dear i have reache room,ham
1472,Oh. U must have taken your REAL Valentine out shopping first.,ham
4934,Once free call me sir.,ham
4979,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,ham
915,"Call me da, i am waiting for your call.",ham
3610,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham
4512,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",ham
3237,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",ham
3677,Hey r ü still online? I've finished the formatting...,ham
4648,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,ham
4186,I'm good. Have you registered to vote?,ham
4622,"Received, understood n acted upon!",ham
3795,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",ham
3843,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",ham
1792,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,ham
2689,Yes I know the cheesy songs from frosty the snowman :),ham
183,ok. I am a gentleman and will treat you with dignity and respect.,ham
2914,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,ham
339,"Sorry, I'll call later",ham
596,I am great! How are you?,ham
2877,Fuck cedar key and fuck her (come over anyway tho),ham
1044,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,ham
4233,I'm at home. Please call,ham
2189,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,spam
3560,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,spam
3200,No de.am seeing in online shop so that i asked.,ham
3613,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",ham
30,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham
1095,Now only i reached home. . . I am very tired now. . I will come tomorro,ham
830,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,ham
5008,Oh k. . I will come tomorrow,ham
1282,Am I the only one who doesn't stalk profiles?,ham
4964,I want to see your pretty pussy...,ham
5079,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam
1890,I gotta collect da car at 6 lei.,ham
4524,Actually I decided I was too hungry so I haven't left yet :V,ham
1558,Wat r u doing?,ham
3963,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",spam
1439,"Arms fine, how's Cardiff and uni?",ham
34,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,spam
4262,Pls dont forget to study,ham
1017,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
2818,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",spam
3588,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ham
2377,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,ham
215,Sounds great! Are you home now?,ham
4663,Ladies first and genus second k .,ham
4239,Lol wtf random. Btw is that your lunch break,ham
972,"Haha awesome, omw back now then",ham
3207,At home also.,ham
411,Come by our room at some point so we can iron out the plan for this weekend,ham
3142,Customer place i will call you,ham
2938,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,ham
893,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,ham
3766,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p",spam
5344,When you guys planning on coming over?,ham
4555,Try to do something dear. You read something for exams,ham
5543,U still havent got urself a jacket ah?,ham
1016,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",ham
3741,No da. . Vijay going to talk in jaya tv,ham
2392,PICK UR FONE UP NOW U DUMB?,ham
812,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,ham
3864,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",spam
5281,"And how you will do that, princess? :)",ham
3422,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,spam
209,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,ham
1955,Good night. Am going to sleep.,ham
1164,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham
3798,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,ham
2039,Hey are we going for the lo lesson or gym?,ham
1833,What time is ur flight tmr?,ham
3926,As if i wasn't having enough trouble sleeping.,ham
1627,Dear how you. Are you ok?,ham
0,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",ham
1949,I cant pick the phone right now. Pls send a message,ham
541,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,spam
5285,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
4591,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham
644,Ya very nice. . .be ready on thursday,ham
5099,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham
4039,Hope you are not scared!,ham
5234,Ok cool. See ya then.,ham
862,Your brother is a genius,ham
747,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",ham
1144,And is there a way you can send shade's stuff to her. And she has been wonderful too.,ham
4258,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
1600,"Yeah probably, I still gotta check out with leo",ham
5475,Dhoni have luck to win some big title.so we will win:),ham
3858,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",ham
5437,Am slow in using biola's fne,ham
3810,At the funeral home with Audrey and dad,ham
2429,She.s find. I sent you an offline message to know how anjola's now.,ham
4202,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham
2038,Oh sorry please its over,ham
2334,What happen to her tell the truth,ham
2063,Is there any training tomorrow?,ham
4898,I cant pick the phone right now. Pls send a message,ham
4613,Sorry da. I gone mad so many pending works what to do.,ham
4228,Buy one egg for me da..please:),ham
5482,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,spam
488,Dear reached railway. What happen to you,ham
1484,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham
463,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam
3226,I need... Coz i never go before,ham
4437,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
799,Ok i msg u b4 i leave my house.,ham
3065,Ok. How many should i buy.,ham
4273,Where to get those?,ham
2601,"As usual..iam fine, happy &amp; doing well..:)",ham
3005,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam
4129,I dont thnk its a wrong calling between us,ham
4194,Ok i'm coming home now.,ham
1318,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
2522,"Sorry, I'll call later",ham
4097,"Hey , is * rite u put »10 evey mnth is that all?",ham
494,What class of  &lt;#&gt;  reunion?,ham
3779,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",ham
4034,I am taking you for italian food. How about a pretty dress with no panties? :),ham
2617,I went to ur hon lab but no one is there.,ham
1689,Nan sonathaya soladha. Why boss?,ham
423,Siva is in hostel aha:-.,ham
1135,U wake up already? Thanx 4 e tau sar piah it's quite nice.,ham
4832,Po de :-):):-):-):-). No need job aha.,ham
4730,I've reached already.,ham
3562,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam
4205,How are you enjoying this semester? Take care brother.,ham
2414,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,ham
3097,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,ham
3316,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",spam
1536,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
1259,Honey boo I'm missing u.,ham
504,Lolnice. I went from a fish to ..water.?,ham
2862,I am not at all happy with what you saying or doing,ham
2666,R u meeting da ge at nite tmr?,ham
4415,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,ham
5465,Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,ham
750,By monday next week. Give me the full gist,ham
3751,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",ham
3187,Happy birthday to you....dear.with lots of love.rakhesh NRI,ham
10,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",ham
620,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,ham
1486,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",ham
4716,S:)8 min to go for lunch:),ham
5549,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",ham
4000,K...k...when will you give treat?,ham
2212,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",ham
2330,Am surfing online store. For offers do you want to buy any thing.,ham
1914,You want to go?,ham
1408,Then we gotta do it after that,ham
2216,Prabha..i'm soryda..realy..frm heart i'm sory,ham
2004,S....s...india going to draw the series after many years in south african soil..,ham
5033,Ok i vl..do u know i got adsense approved..,ham
2751,Ok but tell me half an hr b4 u come i need 2 prepare.,ham
4426,Just now saw your message.it k da:),ham
803,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
4234,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,ham
4445,COME BACK TO TAMPA FFFFUUUUUUU,ham
4005,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,ham
2066,Cos daddy arranging time c wat time fetch ü mah...,ham
5103,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,ham
3823,Just normal only here :),ham
757,Cant think of anyone with * spare room off * top of my head,ham
1384,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,ham
4504,Stupid.its not possible,ham
5296,Are u coming to the funeral home,ham
1456,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam
4866,I'm really sorry I lit your hair on fire,ham
2162,Is she replying. Has boye changed his phone number,ham
2596,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam
844,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam
1709,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",ham
1071,"alright, I'll make sure the car is back tonight",ham
539,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham
1051,Are you available for soiree on June 3rd?,ham
2089,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,spam
5536,Aiyah ok wat as long as got improve can already wat...,ham
5232,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam
1772,Watching tv now. I got new job :),ham
1665,Ü v ma fan...,ham
2875,Crucify is c not s. You should have told me earlier.,ham
1236,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
1578,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",ham
3368,Hey what are you doing. Y no reply pa..,ham
4475,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,spam
5509,Lol they were mad at first but then they woke up and gave in.,ham
4218,Will be office around 4 pm. Now i am going hospital.,ham
3929,Babe ? I lost you ... Will you try rebooting ?,ham
1224,Rofl betta invest in some  anti aging products,ham
3045,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,ham
3240,Am okay. Will soon be over. All the best,ham
1757,Lmao ok I wont be needing u to do my hair anymore.,ham
233,"Sorry battery died, yeah I'm here",ham
2736,I meant middle left or right?,ham
4015,"Sorry, I can't text &amp; drive coherently, see you in twenty",ham
4189,Mm umma ask vava also to come tell him can play later together,ham
3485,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,ham
5120,PRIVATE! Your 2003 Account Statement for 078,spam
433,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
2486,Lol that's different. I don't go trying to find every real life photo you ever took.,ham
1622,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",ham
2532,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,ham
3435,Sending you greetings of joy and happiness. Do have a gr8 evening,ham
4886,Poor girl can't go one day lmao,ham
3673,"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",ham
4948,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,spam
2632,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",spam
2055,Y so late but i need to go n get da laptop...,ham
2699,FROM 88066 LOST £12 HELP,spam
2698,Can you use foreign stamps for whatever you send them off for?,ham
3903,"Right on brah, see you later",ham
558,I know that my friend already told that.,ham
3790,"Are you sure you don't mean ""get here, we made you hold all the weed""",ham
5415,You should get more chicken broth if you want ramen unless there's some I don't know about,ham
370,"Cool, text me when you're ready",ham
315,You made my day. Do have a great day too.,ham
3021,I thank you so much for all you do with selflessness. I love you plenty.,ham
2843,aathi..where are you dear..,ham
4346,Enjoy urself tmr...,ham
3356,Minimum walk is 3miles a day.,ham
4024,Well. Balls. Time to make calls,ham
5024,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham
1239,"Dear relieved of westonzoyland, all going to plan this end too!",ham
4727,Jason says it's cool if we pick some up from his place in like an hour,ham
4652,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,spam
2713,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,ham
3508,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",ham
3749,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
5194,Ok... Take ur time n enjoy ur dinner...,ham
1802,I wanna watch that movie,ham
3430,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,ham
3204,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,ham
933,So do you have samus shoulders yet,ham
2415,O was not into fps then.,ham
3533,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",ham
2436,Oh ya ya. I remember da. .,ham
5400,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...,ham
3617,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",ham
764,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,ham
1767,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
2581,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,spam
3318,"No worries, hope photo shoot went well. have a spiffing fun at workage.",ham
234,Yes:)here tv is always available in work place..,ham
2372,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",ham
3011,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),ham
3492,Ok.,ham
2870,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
807,"sure, but make sure he knows we ain't smokin yet",ham
2037,You can jot down things you want to remember later.,ham
4431,Yar lor... How u noe? U used dat route too?,ham
5158,I will come with karnan car. Please wait till 6pm will directly goto doctor.,ham
3070,Ay wana meet on sat?ü wkg on sat?,ham
5306,Ill be at yours in about 3 mins but look out for me,ham
4795,Sorry that was my uncle. I.ll keep in touch,ham
1840,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,ham
2578,Hey whats up? U sleeping all morning?,ham
2252,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,ham
3482,Wherre's my boytoy ? :-(,ham
2841,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,ham
4945,Wrong phone! This phone! I answer this one but assume the other is people i don't well,ham
204,Goodmorning sleeping ga.,ham
303,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,ham
544,4 oclock at mine. Just to bash out a flat plan.,ham
306,Yup... From what i remb... I think should be can book...,ham
3688,Great! I shoot big loads so get ready!,ham
4124,"Cool, want me to go to kappa or should I meet you outside mu",ham
3111,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,spam
1664,S but mostly not like that.,ham
2743,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham
2927,Im done. Just studyn in library,ham
1390,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",ham
1997,Lol boo I was hoping for a laugh,ham
4678,Wewa is 130. Iriver 255. All 128 mb.,ham
2483,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,ham
3873,I am joining today formally.Pls keep praying.will talk later.,ham
4554,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,ham
3096,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,ham
825,Have a good evening! Ttyl,ham
2932,Hi' Test on  &lt;#&gt; rd ....,ham
2076,Must come later.. I normally bathe him in da afternoon mah..,ham
2001,But i'll b going 2 sch on mon. My sis need 2 take smth.,ham
4974,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,ham
430,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
5368,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,spam
1103,Black shirt n blue jeans... I thk i c ü...,ham
3052,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",ham
5438,What are youdoing later? Sar xxx,ham
379,Keep my payasam there if rinu brings,ham
4261,Are you plans with your family set in stone ?,ham
5372,"Ok., is any problem to u frm him? Wats matter?",ham
2219,Nice talking to you! please dont forget my pix :) i want to see all of you...,ham
1446,I am in a marriage function,ham
4325,I am not having her number sir,ham
2115,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
2489,Aiyah e rain like quite big leh. If drizzling i can at least run home.,ham
660,88800 and 89034 are premium phone services call 08718711108,spam
2187,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,ham
2766,and  picking them up from various points,ham
5080,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham
2500,Yup i've finished c ü there...,ham
2634,"That's what I love to hear :V see you sundayish, then",ham
2729,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,spam
3940,Y ü wan to go there? C doctor?,ham
1680,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham
1150,Not a drop in the tank,ham
5028,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam
3931,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,ham
1317,Why nothing. Ok anyway give me treat,ham
960,Where @,ham
1007,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,spam
3950,HMM yeah if your not too grooved out! And im looking forward to my pound special :),ham
1480,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,ham
1156,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",ham
3941,Does daddy have a bb now.,ham
2448,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,ham
1396,Thats cool! I am a gentleman and will treat you with dignity and respect.,ham
4725,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",spam
1700,Ok...,ham
2042,Ü dun wan to watch infernal affair?,ham
4116,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham
298,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham
1387,All e best 4 ur exam later.,ham
4477,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ham
4566,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
794,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,ham
4070,Hope youre not having too much fun without me!! see u tomorrow love jess x,ham
1287,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham
2660,Ok...,ham
2821,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,spam
4223,Yo you around? A friend of mine's lookin to pick up later tonight,ham
2781,Long after I quit. I get on only like 5 minutes a day as it is.,ham
1889,No. On the way home. So if not for the long dry spell the season would have been over,ham
4284,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",ham
1249,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",ham
729,Exactly. Anyways how far. Is jide her to study or just visiting,ham
4859,Ok...,ham
3274,Just finished eating. Got u a plate. NOT leftovers this time.,ham
3292,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",ham
1525,Hi:)cts employee how are you?,ham
5202,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ham
2462,Anything lar...,ham
281,You got called a tool?,ham
4880,Yeah just open chat and click friend lists. Then make the list. Easy as pie,ham
4928,Wanna do some art?! :D,ham
3611,"Call me. I m unable to cal. Lets meet bhaskar, and deep",ham
4114,Thought we could go out for dinner. I'll treat you! Seem ok?,ham
3651,"We are hoping to get away by 7, from Langport. You still up for town tonight?",ham
5159,No but the bluray player can,ham
3829,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,ham
2051,Hi where you. You in home or calicut?,ham
4238,Life style garments account no please.,ham
397,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,ham
5251,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",ham
528,Yes! How is a pretty lady like you single?,ham
228,Hey company elama po mudyadhu.,ham
